46.8,71.8,11.9,7.7,16.5,10.4
44.0,72.5,11.8,8.2,14.4,9.5
44.1,71.4,12.5,7.8,12.7,7.8
49.3,75.8,12.2,7.5,12.2,5.8
45.8,72.8,12.9,7.8,13.2,6.1
44.4,77.6,12.9,7.7,12.5,6.1
45.8,74.3,12.3,7.8,12.3,5.5
41.9,73.5,12.5,7.9,13.0,5.7
41.1,76.1,12.8,7.7,11.6,5.7
40.7,75.4,11.9,7.9,19.6,5.6
40.5,79.1,7.4,2.5,20.3,5.5
37.1,82.7,7.6,2.5,19.2,5.6
35.5,83.8,7.1,2.5,20.6,5.5
33.6,85.5,7.3,2.5,20.2,5.6
33.1,82.2,7.1,2.4,19.3,5.6
31.8,85.9,7.4,2.5,20.1,5.4
31.3,89.4,7.2,2.6,18.5,5.5
31.4,93.0,7.3,2.5,15.8,5.6
28.4,94.9,12.6,2.6,13.1,5.3
27.0,95.0,12.1,2.4,12.7,5.0
26.2,92.9,13.0,2.6,12.3,12.5
24.4,94.8,12.0,2.6,13.4,12.0
22.7,93.2,12.1,2.5,12.8,12.4
22.8,101.7,12.1,2.5,19.7,12.6
21.4,102.6,12.9,2.5,20.4,12.0
19.4,99.9,12.3,2.4,20.4,12.2
17.8,98.2,12.6,7.2,20.9,12.9
168.0,0.0,20.4,10.3,23.0,17.4
167.8,0.0,19.7,10.7,22.3,16.9
181.0,0.1,20.8,10.9,22.3,17.6
169.6,0.2,19.6,10.3,23.7,17.7
170.6,0.6,20.6,10.9,23.5,16.7
171.2,1.2,20.2,11.0,22.1,17.0
177.4,2.1,19.8,10.0,21.7,17.5
168.0,3.3,19.0,10.8,21.4,17.0
163.5,4.3,20.2,10.0,22.7,17.0
170.1,5.4,19.3,10.9,21.3,17.0
161.8,6.5,20.7,10.7,22.3,17.7
169.8,8.0,20.0,10.4,29.6,17.2
164.0,9.3,20.3,10.7,28.6,16.4
162.2,10.3,19.0,10.5,28.9,14.3
168.3,12.0,19.9,10.5,28.9,12.8
155.4,13.1,20.7,11.2,30.6,11.2
166.2,14.0,20.2,10.4,28.9,9.4
162.4,15.3,14.6,10.8,30.3,9.7
163.9,16.7,14.8,10.7,28.4,9.9
155.8,19.4,15.1,11.0,29.5,10.0
157.4,19.2,13.8,10.5,30.1,8.8
153.8,21.7,14.7,10.8,28.0,6.9
159.4,22.8,14.9,10.3,30.1,5.3
152.4,24.7,14.1,10.3,27.5,3.3
148.5,24.7,14.3,5.9,29.9,3.4
151.4,27.9,18.6,5.9,28.0,3.1
141.5,28.8,18.8,5.5,29.8,2.9
143.0,28.1,18.5,5.8,28.2,3.0
140.8,29.6,19.1,1.0,29.5,3.5
149.0,32.7,19.2,0.9,30.0,3.2
143.8,33.2,19.8,0.7,27.6,3.2
137.9,33.1,18.4,0.6,30.0,2.4
133.4,36.0,19.7,1.0,28.4,3.6
135.3,38.1,19.8,0.9,28.1,3.3
139.4,39.7,20.0,0.8,28.6,3.2
131.1,38.9,19.5,0.7,27.7,18.1
136.3,40.1,19.5,1.1,27.5,17.3
136.2,43.2,20.0,1.0,28.0,17.8
129.8,43.8,18.4,0.8,27.4,17.7
124.6,46.5,18.5,0.8,29.6,18.2
124.2,46.0,18.3,6.2,28.8,18.6
121.2,46.4,18.4,6.3,27.2,18.5
123.0,48.2,19.7,6.1,24.7,18.8
122.9,48.4,19.4,11.3,23.8,18.1
121.2,53.2,19.7,11.0,20.7,18.0
123.2,55.1,19.6,11.0,21.0,17.7
118.6,52.7,18.5,11.1,22.2,19.0
115.5,56.2,19.0,11.3,21.2,17.7
121.9,58.6,19.6,11.8,22.1,19.2
113.5,57.7,18.0,11.2,20.8,18.4
118.7,60.5,18.9,11.8,20.4,17.9
116.1,61.9,18.7,11.4,21.4,18.5
117.9,63.2,18.9,11.4,21.6,17.7
113.6,64.6,19.2,11.5,20.9,18.9
108.0,67.1,18.6,11.8,20.7,17.8
112.0,65.9,19.1,11.4,21.3,19.2
105.9,70.8,18.9,11.1,19.4,18.3
109.8,68.7,17.8,11.4,17.7,18.9
103.2,70.5,13.8,11.1,16.4,18.1
102.2,71.7,13.3,12.1,13.7,18.7
98.6,69.8,13.6,11.0,13.7,19.5
103.4,71.3,13.9,11.9,14.3,19.2
103.7,77.9,14.1,11.6,13.6,19.2
94.9,78.3,14.2,11.7,13.1,19.3
95.7,75.3,14.1,11.6,13.4,18.4
94.4,79.5,13.1,11.8,13.4,19.1
93.9,82.3,13.3,11.7,12.8,19.2
89.5,81.6,12.8,11.6,13.1,18.7
93.5,79.8,12.8,11.3,19.3,18.1
87.6,86.2,8.6,11.2,21.0,18.2
90.4,88.0,8.4,11.2,20.3,18.9
88.2,92.1,8.2,11.4,19.6,18.7
83.0,85.2,8.0,11.9,19.0,18.5
81.9,89.3,8.0,11.6,20.8,18.7
80.4,88.3,8.3,11.5,19.2,18.5
82.4,93.7,8.4,12.4,19.5,18.8
76.7,90.0,7.7,12.3,27.6,17.2
78.1,95.7,13.2,11.3,26.3,14.8
81.8,95.2,12.3,11.6,25.8,13.1
80.1,100.4,13.4,11.5,27.7,11.2
76.0,101.0,12.7,11.9,27.9,9.5
73.2,103.6,12.8,11.6,26.1,7.4
73.1,99.0,12.5,11.8,27.0,5.3
72.0,106.5,13.3,12.4,26.9,5.2
69.2,105.8,13.2,12.1,27.7,5.0
71.7,102.0,13.0,12.3,27.5,5.0
69.1,108.2,12.3,12.6,25.2,4.8
66.4,109.5,12.8,11.8,26.7,5.6
66.9,107.7,12.4,2.4,25.9,5.5
64.6,115.0,17.6,2.3,27.6,5.4
63.4,118.5,17.7,2.1,27.5,4.4
59.1,109.9,17.1,2.1,25.5,5.3
61.7,111.8,17.8,2.5,27.1,5.6
56.8,112.9,17.4,2.2,25.2,5.1
55.8,123.5,17.7,2.3,26.3,5.8
54.8,118.6,17.6,2.0,26.1,5.6
54.8,123.6,17.3,2.6,26.5,5.4
52.1,126.2,17.4,2.3,25.5,5.1
52.1,120.0,17.4,2.3,26.8,12.4
48.1,125.2,17.5,2.1,25.7,12.2
49.7,128.5,17.9,2.6,26.4,13.3
45.2,129.8,17.8,2.5,27.3,12.1
46.5,134.4,17.4,2.3,25.2,13.4
45.1,130.1,17.7,2.2,75.2,13.5
43.0,132.1,17.1,7.6,69.3,13.2
40.9,134.6,16.7,7.6,68.7,13.4
38.8,132.4,17.4,7.2,67.5,12.5
37.9,134.1,17.6,8.2,68.4,13.6
38.8,135.9,17.1,7.9,62.2,12.8
35.9,145.1,17.8,7.3,60.6,13.6
35.7,136.8,16.9,7.3,61.2,13.0
35.6,142.8,17.4,8.1,60.3,13.6
33.4,143.5,17.7,8.0,57.5,13.0
31.0,142.9,16.6,7.7,53.4,19.8
31.3,150.9,16.4,7.4,55.2,20.5
29.9,142.1,17.9,8.1,53.0,20.3
26.9,145.7,17.6,7.7,50.9,19.6
26.0,156.2,17.4,8.0,39.5,19.5
24.1,154.3,17.4,8.0,37.8,20.8
23.7,146.3,32.3,8.3,36.4,20.9
22.8,150.7,31.4,7.7,34.5,19.6
21.0,158.6,30.5,7.6,33.1,19.5
18.9,158.9,32.4,12.2,32.1,20.3
18.0,159.0,83.1,13.1,31.5,20.6
16.4,165.9,83.1,13.1,31.4,19.8
15.8,157.8,90.7,12.8,32.1,22.3
14.7,103.3,31.7,12.9,29.3,19.3
15.5,27.3,32.2,13.9,46.2,16.5
21.9,24.2,19.8,14.9,56.1,14.7
24.2,18.3,21.3,17.6,83.9,13.1
24.3,16.0,22.9,19.3,89.1,13.3
26.8,14.4,23.7,19.4,83.4,11.7
26.2,14.5,24.9,17.0,84.7,11.2
24.4,16.8,23.7,16.4,87.8,10.4
24.9,17.9,21.6,14.5,82.0,9.7
24.0,17.7,21.5,13.1,85.0,8.8
21.5,18.7,20.4,12.8,81.6,7.7
21.8,21.6,18.0,11.6,81.9,7.4
19.8,21.6,20.3,9.7,80.6,6.4
17.9,23.1,21.2,8.5,77.1,10.8
16.1,25.3,22.0,7.7,80.9,9.3
14.9,24.6,24.4,6.6,73.5,8.3
14.8,26.0,24.2,5.2,76.5,7.5
12.7,27.2,25.6,4.2,72.1,7.3
13.2,27.0,23.5,3.2,78.2,6.5
11.0,31.9,22.4,6.0,77.6,6.5
10.7,30.4,21.1,7.2,67.3,6.6
13.3,28.6,25.0,6.2,37.9,6.8
39.8,25.6,46.6,5.9,27.6,7.8
